time,logger,level,message,exception
2012-01-14 14:46:58.5796,Raven.Database.Indexing.Index.Querying,Debug,"Issuing query on index WorkerSearch/Search for: Query:""programador javascript""",
2012-01-14 14:46:58.5896,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'workersearches/1' was found,
2012-01-14 14:46:58.5896,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'workersearches/33' was found,
2012-01-14 14:46:58.7699,Raven.Database.Server.HttpServer,Debug,Request # 152: GET     -   192 ms - <default>  - 200 - /indexes/WorkerSearch/Search?query=Query%253A%2522programador%2520javascript%2522&start=0&pageSize=128&aggregation=None,
2012-01-14 14:46:58.7799,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index WorkerSearch/Search for: Query:OTRONOMBRE1,
2012-01-14 14:46:58.7899,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'workersearches/2' was found,
2012-01-14 14:46:58.7899,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'workersearches/34' was found,
2012-01-14 14:46:58.9702,Raven.Database.Server.HttpServer,Debug,Request # 153: GET     -   196 ms - <default>  - 200 - /indexes/WorkerSearch/Search?query=Query%253AOTRONOMBRE1&start=0&pageSize=128&aggregation=None,
2012-01-14 14:46:59.0002,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index WorkerSearch/Search for: Query:OTRONOMBRE**,
2012-01-14 14:46:59.0002,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'workersearches/2' was found,
2012-01-14 14:46:59.0002,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'workersearches/3' was found,
2012-01-14 14:46:59.0002,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'workersearches/34' was found,
2012-01-14 14:46:59.0002,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'workersearches/35' was found,
2012-01-14 14:46:59.2305,Raven.Database.Server.HttpServer,Debug,Request # 154: GET     -   230 ms - <default>  - 200 - /indexes/WorkerSearch/Search?query=Query%253AOTRONOMBRE**&start=0&pageSize=128&aggregation=None,
2012-01-14 14:46:59.2405,Raven.Database.Indexing.Index.Querying,Debug,"Issuing query on index Temp/Applicants/ByName for: Name:""Juan Perez""",
2012-01-14 14:46:59.2405,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'applicants/1' was found,
2012-01-14 14:46:59.2405,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'advertisements/1' was found,
2012-01-14 14:46:59.3908,Raven.Database.Server.HttpServer,Debug,Request # 155: GET     -   163 ms - <default>  - 200 - /indexes/dynamic/Applicants?query=Name%253A%2522Juan%2520Perez%2522&start=0&pageSize=1&aggregation=None&include=AdvertisementIds,
2012-01-14 14:47:03.4466,Raven.Database.Server.HttpServer,Debug,Request # 156: GET     -    29 ms - <default>  - 200 - /stats?noCache=-848260880,
2012-01-14 14:47:04.5982,Raven.Database.Server.HttpServer,Debug,Request # 157: GET     -    80 ms - <default>  - 200 - /docs?pageSize=0&noCache=-48508347,
2012-01-14 14:47:06.6412,Raven.Database.Server.HttpServer,Debug,Request # 158: GET     -   159 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=881358710,
2012-01-14 14:47:06.6512,Raven.Database.Server.HttpServer,Debug,Request # 159: GET     -    44 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=216582599,
2012-01-14 14:47:12.7800,Raven.Database.Server.HttpServer,Debug,Request # 160: GET     -   122 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=-2128925281,
2012-01-14 14:47:12.7900,Raven.Database.Server.HttpServer,Debug,Request # 161: GET     -    39 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=867253756,
2012-01-14 14:47:14.7328,Raven.Database.Server.HttpServer,Debug,Request # 162: GET     -    60 ms - <default>  - 200 - /stats?noCache=-909780766,
2012-01-14 14:47:18.7286,Raven.Database.Server.HttpServer,Debug,Request # 163: GET     -    76 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=1939870683,
2012-01-14 14:47:18.8788,Raven.Database.Server.HttpServer,Debug,Request # 164: GET     -    69 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=-1908600055,
2012-01-14 14:47:20.7014,Raven.Database.Server.HttpServer,Debug,Request # 165: GET     -    45 ms - <default>  - 200 - /stats?noCache=1737591279,
2012-01-14 14:47:24.8774,Raven.Database.Server.HttpServer,Debug,Request # 166: GET     -    64 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=1257304824,
2012-01-14 14:47:24.9675,Raven.Database.Server.HttpServer,Debug,Request # 167: GET     -    59 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=-934249844,
2012-01-14 14:47:26.8102,Raven.Database.Server.HttpServer,Debug,Request # 168: GET     -    56 ms - <default>  - 200 - /stats?noCache=-282677288,
2012-01-14 14:47:30.8560,Raven.Database.Server.HttpServer,Debug,Request # 169: GET     -    60 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=775179804,
2012-01-14 14:47:30.9161,Raven.Database.Server.HttpServer,Debug,Request # 170: GET     -    35 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=-1913327642,
2012-01-14 14:47:36.9548,Raven.Database.Server.HttpServer,Debug,Request # 171: GET     -    70 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=2123626464,
2012-01-14 14:47:36.9548,Raven.Database.Server.HttpServer,Debug,Request # 172: GET     -    42 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=-1700523324,
2012-01-14 14:47:38.8976,Raven.Database.Server.HttpServer,Debug,Request # 173: GET     -    27 ms - <default>  - 200 - /stats?noCache=403229084,
2012-01-14 14:47:42.9534,Raven.Database.Server.HttpServer,Debug,Request # 174: GET     -    29 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=-1421450559,
2012-01-14 14:47:43.1136,Raven.Database.Server.HttpServer,Debug,Request # 175: GET     -    80 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=1321319666,
2012-01-14 14:47:44.9963,Raven.Database.Server.HttpServer,Debug,Request # 176: GET     -    33 ms - <default>  - 200 - /stats?noCache=785683089,
2012-01-14 14:47:49.1824,Raven.Database.Server.HttpServer,Debug,Request # 177: GET     -    58 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=327749331,
2012-01-14 14:47:51.0851,Raven.Database.Server.HttpServer,Debug,Request # 178: GET     -    28 ms - <default>  - 200 - /stats?noCache=-92677280,
2012-01-14 14:47:57.1538,Raven.Database.Server.HttpServer,Debug,Request # 179: GET     -    48 ms - <default>  - 200 - /stats?noCache=80716680,
2012-01-14 14:48:01.2697,Raven.Database.Server.HttpServer,Debug,Request # 180: GET     -    63 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=-1556129292,
2012-01-14 14:48:01.4400,Raven.Database.Server.HttpServer,Debug,Request # 181: GET     -   102 ms - <default>  - 200 - /docs/?start=0&pageSize=14&noCache=1429241429,
2012-01-14 14:48:03.2326,Raven.Database.Server.HttpServer,Debug,Request # 182: GET     -    96 ms - <default>  - 200 - /stats?noCache=1535744108,
2012-01-14 14:48:09.5016,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Hilo/WorkerSearches' was found,
2012-01-14 14:48:09.6117,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-01-14 14:48:09.6217,Raven.Database.Server.HttpServer,Debug,Request # 183: GET     -     6 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-01-14 14:48:09.6217,Raven.Database.Server.HttpServer,Debug,Request # 184: GET     -   116 ms - <default>  - 200 - /docs/Raven/Hilo/WorkerSearches,
2012-01-14 14:48:09.8020,Raven.Database.DocumentDatabase,Debug,Putting a document with key: Raven/Hilo/WorkerSearches and etag 00000000-0000-0300-0000-000000000017,
2012-01-14 14:48:09.8120,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Raven/Hilo/WorkerSearches', update: True, ",
2012-01-14 14:48:09.8120,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 45 - step 1/2,
2012-01-14 14:48:09.8120,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 46 - step 2/2,
2012-01-14 14:48:09.8120,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 46, currentWorkCounter: 46, will wait for additional work",
2012-01-14 14:48:09.8120,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 46, currentWorkCounter: 46, will wait for additional work",
2012-01-14 14:48:09.8120,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 46, currentWorkCounter: 46, will wait for additional work",
2012-01-14 14:48:09.8120,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 47 - step 1/2,
2012-01-14 14:48:09.8120,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 48 - step 2/2,
2012-01-14 14:48:09.8120,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 48, currentWorkCounter: 48, will wait for additional work",
2012-01-14 14:48:09.8120,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 48, currentWorkCounter: 48, will wait for additional work",
2012-01-14 14:48:09.8120,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 48, currentWorkCounter: 48, will wait for additional work",
2012-01-14 14:48:09.8120,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 48, currentWorkCounter: 48, will wait for additional work",
2012-01-14 14:48:09.8220,Raven.Database.Server.HttpServer,Debug,Request # 185: PUT     -    19 ms - <default>  - 201 - /docs/Raven/Hilo/WorkerSearches,
2012-01-14 14:48:10.1325,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Hilo/advertisements' was found,
2012-01-14 14:48:10.1325,Raven.Database.Server.HttpServer,Debug,Request # 186: GET     -    10 ms - <default>  - 200 - /docs/Raven/Hilo/advertisements,
2012-01-14 14:48:10.1425,Raven.Database.DocumentDatabase,Debug,Putting a document with key: Raven/Hilo/advertisements and etag 00000000-0000-0300-0000-000000000018,
2012-01-14 14:48:10.1425,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Raven/Hilo/advertisements', update: True, ",
2012-01-14 14:48:10.1425,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 49 - step 1/2,
2012-01-14 14:48:10.1425,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 50 - step 2/2,
2012-01-14 14:48:10.1525,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 50, currentWorkCounter: 50, will wait for additional work",
2012-01-14 14:48:10.1525,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 50, currentWorkCounter: 50, will wait for additional work",
2012-01-14 14:48:10.1525,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 51 - step 1/2,
2012-01-14 14:48:10.1525,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 52 - step 2/2,
2012-01-14 14:48:10.1525,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 52, currentWorkCounter: 52, will wait for additional work",
2012-01-14 14:48:10.1525,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 52, currentWorkCounter: 52, will wait for additional work",
2012-01-14 14:48:10.1525,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 52, currentWorkCounter: 52, will wait for additional work",
2012-01-14 14:48:10.1525,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 52, currentWorkCounter: 52, will wait for additional work",
2012-01-14 14:48:10.1525,Raven.Database.Server.HttpServer,Debug,Request # 187: PUT     -    11 ms - <default>  - 201 - /docs/Raven/Hilo/advertisements,
2012-01-14 14:48:10.1525,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Hilo/applicants' was found,
2012-01-14 14:48:10.1525,Raven.Database.Server.HttpServer,Debug,Request # 188: GET     -     1 ms - <default>  - 200 - /docs/Raven/Hilo/applicants,
2012-01-14 14:48:10.1625,Raven.Database.DocumentDatabase,Debug,Putting a document with key: Raven/Hilo/applicants and etag 00000000-0000-0300-0000-000000000019,
2012-01-14 14:48:10.1625,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Raven/Hilo/applicants', update: True, ",
2012-01-14 14:48:10.1625,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 53 - step 1/2,
2012-01-14 14:48:10.1625,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 54 - step 2/2,
2012-01-14 14:48:10.2226,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 55 - step 1/2,
2012-01-14 14:48:10.3127,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 56 - step 2/2,
2012-01-14 14:48:10.3127,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 56, currentWorkCounter: 56, will wait for additional work",
2012-01-14 14:48:10.3127,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 56, currentWorkCounter: 56, will wait for additional work",
2012-01-14 14:48:10.3127,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 56, currentWorkCounter: 56, will wait for additional work",
2012-01-14 14:48:10.3228,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 56, currentWorkCounter: 56, will wait for additional work",
2012-01-14 14:48:10.2827,Raven.Database.Server.HttpServer,Debug,Request # 189: PUT     -   126 ms - <default>  - 201 - /docs/Raven/Hilo/applicants,
2012-01-14 14:48:10.3328,Raven.Database.DocumentDatabase,Debug,Executing batched commands in a single transaction,
2012-01-14 14:48:10.3328,Raven.Database.DocumentDatabase,Debug,Putting a document with key: WorkerSearches/65 and etag ,
2012-01-14 14:48:10.3328,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'WorkerSearches/65', update: False, ",
2012-01-14 14:48:10.3328,Raven.Database.DocumentDatabase,Debug,Putting a document with key: WorkerSearches/66 and etag ,
2012-01-14 14:48:10.3328,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'WorkerSearches/66', update: False, ",
2012-01-14 14:48:10.3328,Raven.Database.DocumentDatabase,Debug,Putting a document with key: WorkerSearches/67 and etag ,
2012-01-14 14:48:10.3328,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'WorkerSearches/67', update: False, ",
2012-01-14 14:48:10.3328,Raven.Database.DocumentDatabase,Debug,Putting a document with key: WorkerSearches/68 and etag ,
2012-01-14 14:48:10.3328,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'WorkerSearches/68', update: False, ",
2012-01-14 14:48:10.3328,Raven.Database.DocumentDatabase,Debug,Putting a document with key: advertisements/65 and etag ,
2012-01-14 14:48:10.3328,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'advertisements/65', update: False, ",
2012-01-14 14:48:10.3328,Raven.Database.DocumentDatabase,Debug,Putting a document with key: applicants/65 and etag ,
2012-01-14 14:48:10.3328,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'applicants/65', update: False, ",
2012-01-14 14:48:10.3328,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 57 - step 1/2,
2012-01-14 14:48:10.3328,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 58 - step 2/2,
2012-01-14 14:48:10.3328,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 5 documents for index: Skills/All,
2012-01-14 14:48:10.3328,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 1,
  ""Name"": ""Javascript""
}'",
2012-01-14 14:48:10.3428,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 58, currentWorkCounter: 58, will wait for additional work",
2012-01-14 14:48:10.3428,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 1,
  ""Name"": ""jQuery""
}'",
2012-01-14 14:48:10.3428,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 1,
  ""Name"": ""C#""
}'",
2012-01-14 14:48:10.3428,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 1,
  ""Name"": ""COBOL""
}'",
2012-01-14 14:48:10.3428,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 1,
  ""Name"": ""OTRONOMBRE1""
}'",
2012-01-14 14:48:10.3428,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 1,
  ""Name"": ""FORTRAN""
}'",
2012-01-14 14:48:10.3428,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 1,
  ""Name"": ""OTRONOMBRE2""
}'",
2012-01-14 14:48:10.3428,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 0,
  ""Name"": ""Javascript""
}'",
2012-01-14 14:48:10.3428,Raven.Database.DocumentDatabase,Debug,Successfully executed 6 commands,
2012-01-14 14:48:10.3428,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 58, currentWorkCounter: 58, will wait for additional work",
2012-01-14 14:48:10.3428,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 58, currentWorkCounter: 58, will wait for additional work",
2012-01-14 14:48:10.3528,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 0,
  ""Name"": ""jQuery""
}'",
2012-01-14 14:48:10.3528,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 0,
  ""Name"": ""HTML""
}'",
2012-01-14 14:48:10.3528,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 0,
  ""Name"": ""CSS""
}'",
2012-01-14 14:48:10.3528,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 0,
  ""Name"": ""PHP""
}'",
2012-01-14 14:48:10.3528,Raven.Database.Indexing.Index.Indexing,Debug,"Mapped result for 'Skills/All': '{
  ""SearchCount"": 0,
  ""Name"": ""json""
}'",
2012-01-14 14:48:10.3528,Raven.Database.Indexing.Index.Indexing,Debug,Mapped 13 documents for Skills/All,
2012-01-14 14:48:10.3528,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Temp/Applicants/ByName,
2012-01-14 14:48:10.3528,Raven.Database.Indexing.Index.Indexing,Debug,"Index 'Temp/Applicants/ByName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:applicants/65> indexed,tokenized<Name:Juan Perez>>",
2012-01-14 14:48:10.3528,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 1 documents for Temp/Applicants/ByName,
2012-01-14 14:48:10.3728,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 4 documents for index: WorkerSearch/Search,
2012-01-14 14:48:10.3728,Raven.Database.Indexing.Index.Indexing,Debug,"Index 'WorkerSearch/Search' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:workersearches/65> stored/uncompressed,indexed,omitNorms<Query_IsArray:true> indexed,tokenized<Query:Programador Javascript> indexed,tokenized<Query:Se necesita un programador de javascript que conozca de arriba a abajo jQuery.> stored/uncompressed,indexed,omitNorms<Query_IsArray:true> indexed,tokenized<Query:Javascript> indexed,tokenized<Query:jQuery> indexed,tokenized<Query:C#> indexed,omitNorms<Date:20111005000000000>>",
2012-01-14 14:48:10.3728,Raven.Database.Indexing.Index.Indexing,Debug,"Index 'WorkerSearch/Search' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:workersearches/66> stored/uncompressed,indexed,omitNorms<Query_IsArray:true> indexed,tokenized<Query:Experto en COBOL> indexed,tokenized<Query:Se necesita un programador de COBOL.> stored/uncompressed,indexed,omitNorms<Query_IsArray:true> indexed,tokenized<Query:COBOL> indexed,tokenized<Query:OTRONOMBRE1> indexed,omitNorms<Date:20111115000000000>>",
2012-01-14 14:48:10.3728,Raven.Database.Indexing.Index.Indexing,Debug,"Index 'WorkerSearch/Search' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:workersearches/67> stored/uncompressed,indexed,omitNorms<Query_IsArray:true> indexed,tokenized<Query:Programador FORTRAN> indexed,tokenized<Query:Se necesita alguien que conozca al menos algo de FORTRAN 77.> stored/uncompressed,indexed,omitNorms<Query_IsArray:true> indexed,tokenized<Query:FORTRAN> indexed,tokenized<Query:OTRONOMBRE2> indexed,omitNorms<Date:20111120000000000>>",
2012-01-14 14:48:10.3828,Raven.Database.Indexing.Index.Indexing,Debug,"Index 'WorkerSearch/Search' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:workersearches/68> stored/uncompressed,indexed,omitNorms<Query_IsArray:true> indexed,tokenized<Query:Che Pibe> indexed,tokenized<Query:Se necesita alquien que ayude con cualquier cosa, no es necesario que sepa programar> indexed,omitNorms<Query:NULL_VALUE> indexed,omitNorms<Date:20111120000000000>>",
2012-01-14 14:48:10.4129,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 4 documents for WorkerSearch/Search,
2012-01-14 14:48:10.4129,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 59 - step 1/2,
2012-01-14 14:48:10.4129,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 60 - step 2/2,
2012-01-14 14:48:10.4329,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Found 14 mapped results for keys [json, Javascript, jQuery, C#, COBOL, OTRONOMBRE1, FORTRAN, OTRONOMBRE2, HTML, CSS, PHP] for index Skills/All",
2012-01-14 14:48:10.4329,Raven.Database.Tasks.ReduceTask,Debug,Starting to read 11 reduce keys for index Skills/All,
2012-01-14 14:48:10.4329,Raven.Database.Tasks.ReduceTask,Debug,Read 11 reduce keys in 00:00:00.0022293 with 39 results for index Skills/All,
2012-01-14 14:48:10.4329,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce key Javascript result in index Skills/All gave document: Document<indexed,omitNorms<__reduce_key:javascript> stored/uncompressed,indexed,omitNorms<SearchCount:3> stored/uncompressed,indexed,tokenized,omitNorms,omitTermFreqAndPositions<SearchCount_Range:3> stored/uncompressed,indexed,tokenized<Name:Javascript>>",
2012-01-14 14:48:10.4329,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce key jQuery result in index Skills/All gave document: Document<indexed,omitNorms<__reduce_key:jquery> stored/uncompressed,indexed,omitNorms<SearchCount:3> stored/uncompressed,indexed,tokenized,omitNorms,omitTermFreqAndPositions<SearchCount_Range:3> stored/uncompressed,indexed,tokenized<Name:jQuery>>",
2012-01-14 14:48:10.4329,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce key C# result in index Skills/All gave document: Document<indexed,omitNorms<__reduce_key:c#> stored/uncompressed,indexed,omitNorms<SearchCount:3> stored/uncompressed,indexed,tokenized,omitNorms,omitTermFreqAndPositions<SearchCount_Range:3> stored/uncompressed,indexed,tokenized<Name:C#>>",
2012-01-14 14:48:10.4329,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce key COBOL result in index Skills/All gave document: Document<indexed,omitNorms<__reduce_key:cobol> stored/uncompressed,indexed,omitNorms<SearchCount:3> stored/uncompressed,indexed,tokenized,omitNorms,omitTermFreqAndPositions<SearchCount_Range:3> stored/uncompressed,indexed,tokenized<Name:COBOL>>",
2012-01-14 14:48:10.4329,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce key OTRONOMBRE1 result in index Skills/All gave document: Document<indexed,omitNorms<__reduce_key:otronombre1> stored/uncompressed,indexed,omitNorms<SearchCount:3> stored/uncompressed,indexed,tokenized,omitNorms,omitTermFreqAndPositions<SearchCount_Range:3> stored/uncompressed,indexed,tokenized<Name:OTRONOMBRE1>>",
2012-01-14 14:48:10.4329,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce key FORTRAN result in index Skills/All gave document: Document<indexed,omitNorms<__reduce_key:fortran> stored/uncompressed,indexed,omitNorms<SearchCount:3> stored/uncompressed,indexed,tokenized,omitNorms,omitTermFreqAndPositions<SearchCount_Range:3> stored/uncompressed,indexed,tokenized<Name:FORTRAN>>",
2012-01-14 14:48:10.4329,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce key OTRONOMBRE2 result in index Skills/All gave document: Document<indexed,omitNorms<__reduce_key:otronombre2> stored/uncompressed,indexed,omitNorms<SearchCount:3> stored/uncompressed,indexed,tokenized,omitNorms,omitTermFreqAndPositions<SearchCount_Range:3> stored/uncompressed,indexed,tokenized<Name:OTRONOMBRE2>>",
2012-01-14 14:48:10.4329,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce key HTML result in index Skills/All gave document: Document<indexed,omitNorms<__reduce_key:html> stored/uncompressed,indexed,omitNorms<SearchCount:0> stored/uncompressed,indexed,tokenized,omitNorms,omitTermFreqAndPositions<SearchCount_Range:0> stored/uncompressed,indexed,tokenized<Name:HTML>>",
2012-01-14 14:48:10.4329,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce key CSS result in index Skills/All gave document: Document<indexed,omitNorms<__reduce_key:css> stored/uncompressed,indexed,omitNorms<SearchCount:0> stored/uncompressed,indexed,tokenized,omitNorms,omitTermFreqAndPositions<SearchCount_Range:0> stored/uncompressed,indexed,tokenized<Name:CSS>>",
2012-01-14 14:48:10.4329,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce key PHP result in index Skills/All gave document: Document<indexed,omitNorms<__reduce_key:php> stored/uncompressed,indexed,omitNorms<SearchCount:0> stored/uncompressed,indexed,tokenized,omitNorms,omitTermFreqAndPositions<SearchCount_Range:0> stored/uncompressed,indexed,tokenized<Name:PHP>>",
2012-01-14 14:48:10.4329,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce key json result in index Skills/All gave document: Document<indexed,omitNorms<__reduce_key:json> stored/uncompressed,indexed,omitNorms<SearchCount:0> stored/uncompressed,indexed,tokenized,omitNorms,omitTermFreqAndPositions<SearchCount_Range:0> stored/uncompressed,indexed,tokenized<Name:json>>",
2012-01-14 14:48:10.5431,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 60, currentWorkCounter: 60, will wait for additional work",
2012-01-14 14:48:10.5831,Raven.Database.Indexing.WorkContext,Debug,"Not work was found, workerWorkCounter: 60, currentWorkCounter: 60, will wait for additional work",
2012-01-14 14:48:10.6432,Raven.Database.Indexing.Index.Indexing,Debug,"Reduce resulted in 11 entries for Skills/All for reduce keys: json, Javascript, jQuery, C#, COBOL, OTRONOMBRE1, FORTRAN, OTRONOMBRE2, HTML, CSS, PHP",
2012-01-14 14:48:10.6432,Raven.Database.Tasks.ReduceTask,Debug,Indexed 11 reduce keys in 00:00:00.2139324 with 39 results for index Skills/All,
2012-01-14 14:48:10.6432,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 61 - step 1/2,
